,Unnamed: 0,revid,parentid,user,userid,timestamp,size,anon,userhidden,page_id,pythontime
7441,753,389035757,389035664,Tavatar,7644919.0,2010-10-06T05:29:09Z,112812,,,13404,2010-10-06 05:29:09+00:00
7442,754,389038519,389035757,Tavatar,7644919.0,2010-10-06T05:49:44Z,112897,,,13404,2010-10-06 05:49:44+00:00
7443,755,389039834,389038519,Tavatar,7644919.0,2010-10-06T05:59:46Z,112890,,,13404,2010-10-06 05:59:46+00:00
7444,756,389040757,389039834,Tavatar,7644919.0,2010-10-06T06:06:09Z,112913,,,13404,2010-10-06 06:06:09+00:00
7445,757,389041215,389040757,Tavatar,7644919.0,2010-10-06T06:09:19Z,112969,,,13404,2010-10-06 06:09:19+00:00
7446,758,389041595,389041215,Tavatar,7644919.0,2010-10-06T06:12:43Z,113065,,,13404,2010-10-06 06:12:43+00:00
7447,759,389042196,389041595,Tavatar,7644919.0,2010-10-06T06:17:36Z,113064,,,13404,2010-10-06 06:17:36+00:00
7448,760,389042442,389042196,Tavatar,7644919.0,2010-10-06T06:19:14Z,113056,,,13404,2010-10-06 06:19:14+00:00
7449,761,389042865,389042442,Tavatar,7644919.0,2010-10-06T06:22:23Z,113066,,,13404,2010-10-06 06:22:23+00:00
7450,762,389043817,389042865,Tavatar,7644919.0,2010-10-06T06:29:22Z,113074,,,13404,2010-10-06 06:29:22+00:00
7451,763,389044115,389043817,Tavatar,7644919.0,2010-10-06T06:31:26Z,113116,,,13404,2010-10-06 06:31:26+00:00
7452,764,389099909,389044115,Jchl97,10686753.0,2010-10-06T13:28:20Z,113117,,,13404,2010-10-06 13:28:20+00:00
7453,765,389100767,389099909,Jchl97,10686753.0,2010-10-06T13:35:20Z,113178,,,13404,2010-10-06 13:35:20+00:00
7454,766,389100921,389100767,Jchl97,10686753.0,2010-10-06T13:36:29Z,113179,,,13404,2010-10-06 13:36:29+00:00
7455,767,389101145,389100921,Jchl97,10686753.0,2010-10-06T13:38:09Z,113188,,,13404,2010-10-06 13:38:09+00:00
7456,768,389102408,389101145,HongQiGong,986621.0,2010-10-06T13:47:39Z,113116,,,13404,2010-10-06 13:47:39+00:00
7457,769,389122645,389102408,Tavatar,7644919.0,2010-10-06T16:02:40Z,113120,,,13404,2010-10-06 16:02:40+00:00
7458,770,389124222,389122645,Tavatar,7644919.0,2010-10-06T16:12:15Z,113143,,,13404,2010-10-06 16:12:15+00:00
7459,771,389124811,389124222,Tavatar,7644919.0,2010-10-06T16:15:36Z,113068,,,13404,2010-10-06 16:15:36+00:00
7460,772,389125875,389124811,Tavatar,7644919.0,2010-10-06T16:21:45Z,112869,,,13404,2010-10-06 16:21:45+00:00
7461,773,389136124,389125875,Tavatar,7644919.0,2010-10-06T17:27:58Z,113164,,,13404,2010-10-06 17:27:58+00:00
7462,774,389153614,389136124,Tavatar,7644919.0,2010-10-06T19:12:22Z,113143,,,13404,2010-10-06 19:12:22+00:00
7463,775,389239462,389153614,Tavatar,7644919.0,2010-10-07T03:39:01Z,113191,,,13404,2010-10-07 03:39:01+00:00
23719,137,389242192,387865771,Tavatar,7644919.0,2010-10-07T03:56:38Z,19764,,,221174,2010-10-07 03:56:38+00:00
23720,138,389242959,389242192,Tavatar,7644919.0,2010-10-07T04:01:38Z,19879,,,221174,2010-10-07 04:01:38+00:00
7464,776,389243909,389239462,Tavatar,7644919.0,2010-10-07T04:08:01Z,113180,,,13404,2010-10-07 04:08:01+00:00
7465,777,389244654,389243909,Tavatar,7644919.0,2010-10-07T04:13:08Z,113213,,,13404,2010-10-07 04:13:08+00:00
7466,778,389245514,389244654,Tavatar,7644919.0,2010-10-07T04:19:01Z,113370,,,13404,2010-10-07 04:19:01+00:00
7467,779,389245908,389245514,Tavatar,7644919.0,2010-10-07T04:21:31Z,113523,,,13404,2010-10-07 04:21:31+00:00
7468,780,389248109,389245908,Tavatar,7644919.0,2010-10-07T04:35:34Z,113475,,,13404,2010-10-07 04:35:34+00:00
7469,781,389249301,389248109,Tavatar,7644919.0,2010-10-07T04:42:35Z,113427,,,13404,2010-10-07 04:42:35+00:00
7470,782,389252109,389249301,Tavatar,7644919.0,2010-10-07T05:01:22Z,113426,,,13404,2010-10-07 05:01:22+00:00
7471,783,389253605,389252109,Tavatar,7644919.0,2010-10-07T05:11:40Z,113432,,,13404,2010-10-07 05:11:40+00:00
23721,139,389255037,389242959,Tavatar,7644919.0,2010-10-07T05:21:55Z,19931,,,221174,2010-10-07 05:21:55+00:00
7472,784,389299814,389253605,Amandajm,1292390.0,2010-10-07T11:10:51Z,113435,,,13404,2010-10-07 11:10:51+00:00
7473,785,389376952,389299814,Ucucha,222607.0,2010-10-07T19:21:58Z,113439,,,13404,2010-10-07 19:21:58+00:00
7474,786,389386803,389376952,Tpbradbury,16710.0,2010-10-07T20:14:57Z,113419,,,13404,2010-10-07 20:14:57+00:00
7475,787,389570207,389386803,Tavatar,7644919.0,2010-10-08T19:17:35Z,113571,,,13404,2010-10-08 19:17:35+00:00
7476,788,389661261,389570207,Tavatar,7644919.0,2010-10-09T06:34:07Z,113548,,,13404,2010-10-09 06:34:07+00:00
7477,789,389979134,389661261,Tavatar,7644919.0,2010-10-11T00:57:40Z,113350,,,13404,2010-10-11 00:57:40+00:00
7478,790,389979407,389979134,Tavatar,7644919.0,2010-10-11T00:59:42Z,113354,,,13404,2010-10-11 00:59:42+00:00
7479,791,389979522,389979407,Tavatar,7644919.0,2010-10-11T01:00:33Z,113350,,,13404,2010-10-11 01:00:33+00:00
7480,792,390009137,389979522,Tavatar,7644919.0,2010-10-11T05:08:11Z,113346,,,13404,2010-10-11 05:08:11+00:00
7481,793,390009225,390009137,Tavatar,7644919.0,2010-10-11T05:08:52Z,113567,,,13404,2010-10-11 05:08:52+00:00
7482,794,390009413,390009225,Tavatar,7644919.0,2010-10-11T05:10:41Z,113572,,,13404,2010-10-11 05:10:41+00:00
7483,795,390009714,390009413,Tavatar,7644919.0,2010-10-11T05:13:23Z,113578,,,13404,2010-10-11 05:13:23+00:00
7484,796,390009906,390009714,Tavatar,7644919.0,2010-10-11T05:15:14Z,113584,,,13404,2010-10-11 05:15:14+00:00
7485,797,390010934,390009906,Tavatar,7644919.0,2010-10-11T05:24:19Z,113607,,,13404,2010-10-11 05:24:19+00:00
7486,798,390011485,390010934,Tavatar,7644919.0,2010-10-11T05:29:43Z,113603,,,13404,2010-10-11 05:29:43+00:00
7487,799,390011571,390011485,Tavatar,7644919.0,2010-10-11T05:30:36Z,113791,,,13404,2010-10-11 05:30:36+00:00
7488,800,390012315,390011571,Tavatar,7644919.0,2010-10-11T05:39:09Z,114058,,,13404,2010-10-11 05:39:09+00:00
7489,801,390012391,390012315,Tavatar,7644919.0,2010-10-11T05:40:07Z,114057,,,13404,2010-10-11 05:40:07+00:00
7490,802,390013844,390012391,Tavatar,7644919.0,2010-10-11T05:55:57Z,114716,,,13404,2010-10-11 05:55:57+00:00
7491,803,390015783,390013844,Tavatar,7644919.0,2010-10-11T06:14:44Z,115276,,,13404,2010-10-11 06:14:44+00:00
7492,804,390016623,390015783,Tavatar,7644919.0,2010-10-11T06:23:25Z,115468,,,13404,2010-10-11 06:23:25+00:00
7493,805,390016781,390016623,Tavatar,7644919.0,2010-10-11T06:25:11Z,115464,,,13404,2010-10-11 06:25:11+00:00
7494,806,390017309,390016781,Tavatar,7644919.0,2010-10-11T06:30:41Z,115656,,,13404,2010-10-11 06:30:41+00:00
7495,807,390018035,390017309,Tavatar,7644919.0,2010-10-11T06:38:32Z,115911,,,13404,2010-10-11 06:38:32+00:00
7496,808,390141390,390018035,FDT,6892131.0,2010-10-11T21:18:20Z,116127,,,13404,2010-10-11 21:18:20+00:00
7497,809,390141791,390141390,FDT,6892131.0,2010-10-11T21:20:08Z,116115,,,13404,2010-10-11 21:20:08+00:00
23722,140,390199341,389255037,Tavatar,7644919.0,2010-10-12T03:22:21Z,20411,,,221174,2010-10-12 03:22:21+00:00
7498,810,390199553,390141791,Tavatar,7644919.0,2010-10-12T03:24:16Z,115911,,,13404,2010-10-12 03:24:16+00:00
23723,141,390199688,390199341,Tavatar,7644919.0,2010-10-12T03:25:24Z,20411,,,221174,2010-10-12 03:25:24+00:00
23724,142,390199877,390199688,Tavatar,7644919.0,2010-10-12T03:27:04Z,20411,,,221174,2010-10-12 03:27:04+00:00
23725,143,390200177,390199877,Tavatar,7644919.0,2010-10-12T03:29:26Z,20438,,,221174,2010-10-12 03:29:26+00:00
23726,144,390248153,390200177,FDT,6892131.0,2010-10-12T10:24:35Z,21418,,,221174,2010-10-12 10:24:35+00:00
23727,145,390251667,390248153,Craddocktm,9049429.0,2010-10-12T10:45:20Z,22334,,,221174,2010-10-12 10:45:20+00:00
23728,146,390333141,390251667,SmackBot,433328.0,2010-10-12T18:02:29Z,22563,,,221174,2010-10-12 18:02:29+00:00
23729,147,390345007,390333141,FDT,6892131.0,2010-10-12T18:58:45Z,24754,,,221174,2010-10-12 18:58:45+00:00
11726,9,390361528,386664253,R'n'B,2300502.0,2010-10-12T20:25:40Z,2783,,,18592548,2010-10-12 20:25:40+00:00
23730,148,390362264,390345007,Craddocktm,9049429.0,2010-10-12T20:29:16Z,26888,,,221174,2010-10-12 20:29:16+00:00
7499,811,390362269,390199553,FDT,6892131.0,2010-10-12T20:29:18Z,115915,,,13404,2010-10-12 20:29:18+00:00
23731,149,390364290,390362264,Tavatar,7644919.0,2010-10-12T20:38:32Z,28643,,,221174,2010-10-12 20:38:32+00:00
23732,150,390364870,390364290,Tavatar,7644919.0,2010-10-12T20:41:13Z,28639,,,221174,2010-10-12 20:41:13+00:00
7500,812,390364947,390362269,FDT,6892131.0,2010-10-12T20:41:34Z,115955,,,13404,2010-10-12 20:41:34+00:00
7501,813,390365393,390364947,FDT,6892131.0,2010-10-12T20:43:38Z,115951,,,13404,2010-10-12 20:43:38+00:00
7502,814,390366614,390365393,MitchellShnier,649966.0,2010-10-12T20:49:20Z,115957,,,13404,2010-10-12 20:49:20+00:00
23733,151,390370125,390364870,FDT,6892131.0,2010-10-12T21:05:55Z,29792,,,221174,2010-10-12 21:05:55+00:00
23734,152,390370404,390370125,FDT,6892131.0,2010-10-12T21:07:15Z,29887,,,221174,2010-10-12 21:07:15+00:00
23735,153,390395132,390370404,Tavatar,7644919.0,2010-10-12T23:21:49Z,30432,,,221174,2010-10-12 23:21:49+00:00
23736,154,390396360,390395132,FDT,6892131.0,2010-10-12T23:28:33Z,30698,,,221174,2010-10-12 23:28:33+00:00
23737,155,390454080,390396360,Craddocktm,9049429.0,2010-10-13T07:06:18Z,32019,,,221174,2010-10-13 07:06:18+00:00
7503,815,390522337,390366614,Nikkimaria,372290.0,2010-10-13T16:17:57Z,115958,,,13404,2010-10-13 16:17:57+00:00
23738,156,390603080,390454080,FDT,6892131.0,2010-10-14T00:07:13Z,32594,,,221174,2010-10-14 00:07:13+00:00
23739,157,390604261,390603080,86.154.132.83,0.0,2010-10-14T00:14:13Z,32595,True,,221174,2010-10-14 00:14:13+00:00
23740,158,390604683,390604261,86.154.132.83,0.0,2010-10-14T00:17:06Z,32594,True,,221174,2010-10-14 00:17:06+00:00
7504,816,390608920,390522337,SchmuckyTheCat,31197.0,2010-10-14T00:48:16Z,115986,,,13404,2010-10-14 00:48:16+00:00
7505,817,390609396,390608920,Tavatar,7644919.0,2010-10-14T00:51:39Z,115986,,,13404,2010-10-14 00:51:39+00:00
7506,818,390609928,390609396,Tavatar,7644919.0,2010-10-14T00:55:38Z,115987,,,13404,2010-10-14 00:55:38+00:00
7507,819,390610428,390609928,Tavatar,7644919.0,2010-10-14T00:59:34Z,115997,,,13404,2010-10-14 00:59:34+00:00
23741,159,390610630,390604683,SchmuckyTheCat,31197.0,2010-10-14T01:00:59Z,33375,,,221174,2010-10-14 01:00:59+00:00
7508,820,390611373,390610428,Tavatar,7644919.0,2010-10-14T01:06:07Z,115991,,,13404,2010-10-14 01:06:07+00:00
7509,821,390614324,390611373,Tavatar,7644919.0,2010-10-14T01:28:04Z,115904,,,13404,2010-10-14 01:28:04+00:00
7510,822,390614971,390614324,Tavatar,7644919.0,2010-10-14T01:32:54Z,115902,,,13404,2010-10-14 01:32:54+00:00
7511,823,390618617,390614971,Tbhotch,10808929.0,2010-10-14T02:02:11Z,115888,,,13404,2010-10-14 02:02:11+00:00
7512,824,390622529,390618617,Tavatar,7644919.0,2010-10-14T02:33:54Z,115901,,,13404,2010-10-14 02:33:54+00:00
7513,825,390624140,390622529,Tavatar,7644919.0,2010-10-14T02:46:57Z,115909,,,13404,2010-10-14 02:46:57+00:00
7514,826,390624263,390624140,Tavatar,7644919.0,2010-10-14T02:47:56Z,115906,,,13404,2010-10-14 02:47:56+00:00
7515,827,390627181,390624263,Tavatar,7644919.0,2010-10-14T03:12:02Z,115938,,,13404,2010-10-14 03:12:02+00:00
7516,828,390627834,390627181,Tavatar,7644919.0,2010-10-14T03:17:39Z,115937,,,13404,2010-10-14 03:17:39+00:00
7517,829,390640442,390627834,Tavatar,7644919.0,2010-10-14T05:16:21Z,115915,,,13404,2010-10-14 05:16:21+00:00
7518,830,390640559,390640442,Tavatar,7644919.0,2010-10-14T05:17:32Z,115914,,,13404,2010-10-14 05:17:32+00:00
7519,831,390641867,390640559,Tavatar,7644919.0,2010-10-14T05:28:31Z,115926,,,13404,2010-10-14 05:28:31+00:00
7520,832,390645172,390641867,Tavatar,7644919.0,2010-10-14T05:57:53Z,115946,,,13404,2010-10-14 05:57:53+00:00
7521,833,390645833,390645172,Tavatar,7644919.0,2010-10-14T06:03:58Z,115945,,,13404,2010-10-14 06:03:58+00:00
23742,160,390647940,390610630,MiszaBot I,3797869.0,2010-10-14T06:22:53Z,32382,,,221174,2010-10-14 06:22:53+00:00
23743,161,390679549,390647940,FDT,6892131.0,2010-10-14T11:57:47Z,34769,,,221174,2010-10-14 11:57:47+00:00
23744,162,390689586,390679549,HongQiGong,986621.0,2010-10-14T13:32:20Z,35832,,,221174,2010-10-14 13:32:20+00:00
7522,834,390690799,390645833,Tavatar,7644919.0,2010-10-14T13:41:54Z,115948,,,13404,2010-10-14 13:41:54+00:00
7523,835,390695080,390690799,Tavatar,7644919.0,2010-10-14T14:16:35Z,115878,,,13404,2010-10-14 14:16:35+00:00
7524,836,390695828,390695080,Tavatar,7644919.0,2010-10-14T14:22:35Z,115874,,,13404,2010-10-14 14:22:35+00:00
7525,837,390696051,390695828,Tavatar,7644919.0,2010-10-14T14:24:25Z,115870,,,13404,2010-10-14 14:24:25+00:00
7526,838,390699584,390696051,Tavatar,7644919.0,2010-10-14T14:50:16Z,115848,,,13404,2010-10-14 14:50:16+00:00
23745,163,390714949,390689586,SchmuckyTheCat,31197.0,2010-10-14T16:42:54Z,36735,,,221174,2010-10-14 16:42:54+00:00
7527,839,390718370,390699584,SchmuckyTheCat,31197.0,2010-10-14T17:04:46Z,115852,,,13404,2010-10-14 17:04:46+00:00
7528,840,390727779,390718370,FDT,6892131.0,2010-10-14T18:00:58Z,115811,,,13404,2010-10-14 18:00:58+00:00
7529,841,390728057,390727779,FDT,6892131.0,2010-10-14T18:02:30Z,115845,,,13404,2010-10-14 18:02:30+00:00
7530,842,390730235,390728057,HongQiGong,986621.0,2010-10-14T18:16:09Z,115852,,,13404,2010-10-14 18:16:09+00:00
23746,164,390730789,390714949,HongQiGong,986621.0,2010-10-14T18:19:31Z,37264,,,221174,2010-10-14 18:19:31+00:00
23747,165,390732097,390730789,FDT,6892131.0,2010-10-14T18:27:56Z,37925,,,221174,2010-10-14 18:27:56+00:00
23748,166,390732976,390732097,FDT,6892131.0,2010-10-14T18:33:17Z,38474,,,221174,2010-10-14 18:33:17+00:00
7531,843,390733305,390730235,FDT,6892131.0,2010-10-14T18:35:17Z,115885,,,13404,2010-10-14 18:35:17+00:00
23749,167,390736129,390732976,HongQiGong,986621.0,2010-10-14T18:51:42Z,38913,,,221174,2010-10-14 18:51:42+00:00
23750,168,390736163,390736129,HongQiGong,986621.0,2010-10-14T18:51:55Z,39071,,,221174,2010-10-14 18:51:55+00:00
7532,844,390736370,390733305,Tavatar,7644919.0,2010-10-14T18:53:09Z,115860,,,13404,2010-10-14 18:53:09+00:00
23751,169,390736787,390736163,FDT,6892131.0,2010-10-14T18:55:23Z,39339,,,221174,2010-10-14 18:55:23+00:00
7533,845,390738007,390736370,FDT,6892131.0,2010-10-14T19:02:26Z,115788,,,13404,2010-10-14 19:02:26+00:00
23752,170,390739896,390736787,HongQiGong,986621.0,2010-10-14T19:14:01Z,40018,,,221174,2010-10-14 19:14:01+00:00
7534,846,390740166,390738007,Tavatar,7644919.0,2010-10-14T19:15:28Z,115760,,,13404,2010-10-14 19:15:28+00:00
7535,847,390740546,390740166,Tavatar,7644919.0,2010-10-14T19:17:56Z,115761,,,13404,2010-10-14 19:17:56+00:00
7536,848,390741657,390740546,Tavatar,7644919.0,2010-10-14T19:24:27Z,115737,,,13404,2010-10-14 19:24:27+00:00
23753,171,390742107,390739896,FDT,6892131.0,2010-10-14T19:27:07Z,40841,,,221174,2010-10-14 19:27:07+00:00
23754,172,390744445,390742107,Tavatar,7644919.0,2010-10-14T19:41:07Z,41084,,,221174,2010-10-14 19:41:07+00:00
7537,849,390745918,390741657,Tavatar,7644919.0,2010-10-14T19:49:53Z,115716,,,13404,2010-10-14 19:49:53+00:00
23755,173,390747184,390744445,HongQiGong,986621.0,2010-10-14T19:57:44Z,41808,,,221174,2010-10-14 19:57:44+00:00
23756,174,390755547,390747184,FDT,6892131.0,2010-10-14T20:47:09Z,42488,,,221174,2010-10-14 20:47:09+00:00
23757,175,390755849,390755547,FDT,6892131.0,2010-10-14T20:48:54Z,42508,,,221174,2010-10-14 20:48:54+00:00
23758,176,390756067,390755849,FDT,6892131.0,2010-10-14T20:50:16Z,42507,,,221174,2010-10-14 20:50:16+00:00
7538,850,390756397,390745918,Tavatar,7644919.0,2010-10-14T20:52:23Z,115735,,,13404,2010-10-14 20:52:23+00:00
23759,177,390757961,390756067,SchmuckyTheCat,31197.0,2010-10-14T21:02:13Z,42794,,,221174,2010-10-14 21:02:13+00:00
23760,178,390781203,390757961,Tavatar,7644919.0,2010-10-14T23:28:22Z,43228,,,221174,2010-10-14 23:28:22+00:00
7539,851,390785934,390756397,Tavatar,7644919.0,2010-10-14T23:58:54Z,115671,,,13404,2010-10-14 23:58:54+00:00
23761,179,390787518,390781203,86.154.132.83,0.0,2010-10-15T00:07:48Z,44560,True,,221174,2010-10-15 00:07:48+00:00
23762,180,390787794,390787518,FDT,6892131.0,2010-10-15T00:09:28Z,44536,,,221174,2010-10-15 00:09:28+00:00
23763,181,390788038,390787794,FDT,6892131.0,2010-10-15T00:10:59Z,44533,,,221174,2010-10-15 00:10:59+00:00
23764,182,390788177,390788038,FDT,6892131.0,2010-10-15T00:11:46Z,44536,,,221174,2010-10-15 00:11:46+00:00
7540,852,390788240,390785934,Tavatar,7644919.0,2010-10-15T00:12:12Z,115663,,,13404,2010-10-15 00:12:12+00:00
7541,853,390790037,390788240,Tavatar,7644919.0,2010-10-15T00:23:45Z,115674,,,13404,2010-10-15 00:23:45+00:00
7542,854,390790186,390790037,Tavatar,7644919.0,2010-10-15T00:24:44Z,115670,,,13404,2010-10-15 00:24:44+00:00
23765,183,390790721,390788177,Tavatar,7644919.0,2010-10-15T00:28:07Z,44777,,,221174,2010-10-15 00:28:07+00:00
23766,184,390794705,390790721,FDT,6892131.0,2010-10-15T00:53:39Z,45100,,,221174,2010-10-15 00:53:39+00:00
23767,185,390815317,390794705,HongQiGong,986621.0,2010-10-15T03:28:32Z,46524,,,221174,2010-10-15 03:28:32+00:00
7543,855,390835794,390790186,Woohookitty,159678.0,2010-10-15T07:12:07Z,115689,,,13404,2010-10-15 07:12:07+00:00
7544,856,390852716,390835794,Ohconfucius,736651.0,2010-10-15T10:09:25Z,115411,,,13404,2010-10-15 10:09:25+00:00
23768,186,390866004,390815317,FDT,6892131.0,2010-10-15T12:04:08Z,48937,,,221174,2010-10-15 12:04:08+00:00
23769,187,390873114,390866004,HongQiGong,986621.0,2010-10-15T12:58:50Z,50124,,,221174,2010-10-15 12:58:50+00:00
23770,188,390883339,390873114,FDT,6892131.0,2010-10-15T14:14:53Z,52567,,,221174,2010-10-15 14:14:53+00:00
23771,189,390884386,390883339,FDT,6892131.0,2010-10-15T14:22:08Z,52906,,,221174,2010-10-15 14:22:08+00:00
23772,190,390894864,390884386,Ohconfucius,736651.0,2010-10-15T15:34:00Z,54191,,,221174,2010-10-15 15:34:00+00:00
7545,857,390895010,390852716,Tavatar,7644919.0,2010-10-15T15:34:59Z,115406,,,13404,2010-10-15 15:34:59+00:00
7546,858,390895918,390895010,Tavatar,7644919.0,2010-10-15T15:40:53Z,115416,,,13404,2010-10-15 15:40:53+00:00
7547,859,390896045,390895918,Tavatar,7644919.0,2010-10-15T15:41:40Z,115417,,,13404,2010-10-15 15:41:40+00:00
23773,191,390896543,390894864,Ohconfucius,736651.0,2010-10-15T15:44:49Z,54682,,,221174,2010-10-15 15:44:49+00:00
7548,860,390896644,390896045,Tavatar,7644919.0,2010-10-15T15:45:27Z,115390,,,13404,2010-10-15 15:45:27+00:00
23774,192,390896904,390896543,HongQiGong,986621.0,2010-10-15T15:47:14Z,55178,,,221174,2010-10-15 15:47:14+00:00
23775,193,390898034,390896904,Ohconfucius,736651.0,2010-10-15T15:54:17Z,55472,,,221174,2010-10-15 15:54:17+00:00
23776,194,390898972,390898034,HongQiGong,986621.0,2010-10-15T16:01:08Z,56236,,,221174,2010-10-15 16:01:08+00:00
23777,195,390920617,390898972,FDT,6892131.0,2010-10-15T18:20:04Z,56487,,,221174,2010-10-15 18:20:04+00:00
23778,196,390920954,390920617,FDT,6892131.0,2010-10-15T18:22:08Z,57087,,,221174,2010-10-15 18:22:08+00:00
23779,197,390921621,390920954,HongQiGong,986621.0,2010-10-15T18:26:31Z,57734,,,221174,2010-10-15 18:26:31+00:00
23780,198,390924775,390921621,FDT,6892131.0,2010-10-15T18:47:33Z,59092,,,221174,2010-10-15 18:47:33+00:00
23781,199,390925824,390924775,HongQiGong,986621.0,2010-10-15T18:54:26Z,59752,,,221174,2010-10-15 18:54:26+00:00
23782,200,390929393,390925824,FDT,6892131.0,2010-10-15T19:17:08Z,60134,,,221174,2010-10-15 19:17:08+00:00
23783,201,390929771,390929393,FDT,6892131.0,2010-10-15T19:19:38Z,60130,,,221174,2010-10-15 19:19:38+00:00
7549,861,390931635,390896644,Source93,13256946.0,2010-10-15T19:31:53Z,115389,,,13404,2010-10-15 19:31:53+00:00
7550,862,390931920,390931635,JNW,1905157.0,2010-10-15T19:33:55Z,115390,,,13404,2010-10-15 19:33:55+00:00
7551,863,390933220,390931920,Source94,13257000.0,2010-10-15T19:42:12Z,115391,,,13404,2010-10-15 19:42:12+00:00
23784,202,390934403,390929771,HongQiGong,986621.0,2010-10-15T19:50:28Z,60520,,,221174,2010-10-15 19:50:28+00:00
7552,864,390934699,390933220,Wayne Slam,12463901.0,2010-10-15T19:52:30Z,115390,,,13404,2010-10-15 19:52:30+00:00
23785,203,390988034,390934403,Ohconfucius,736651.0,2010-10-16T01:57:57Z,61467,,,221174,2010-10-16 01:57:57+00:00
23786,204,390999550,390988034,Tavatar,7644919.0,2010-10-16T03:34:34Z,62182,,,221174,2010-10-16 03:34:34+00:00
23787,205,390999649,390999550,Tavatar,7644919.0,2010-10-16T03:35:27Z,62182,,,221174,2010-10-16 03:35:27+00:00
23788,206,391031083,390999649,Craddocktm,9049429.0,2010-10-16T09:42:27Z,63181,,,221174,2010-10-16 09:42:27+00:00
23789,207,391058063,391031083,Ohconfucius,736651.0,2010-10-16T14:15:39Z,63565,,,221174,2010-10-16 14:15:39+00:00
7553,865,391094070,390934699,ABarnes94,10917225.0,2010-10-16T18:08:31Z,115397,,,13404,2010-10-16 18:08:31+00:00
7554,866,391195738,391094070,Ckatz,831038.0,2010-10-17T07:00:26Z,115401,,,13404,2010-10-17 07:00:26+00:00
7555,867,391197296,391195738,Ohconfucius,736651.0,2010-10-17T07:15:44Z,115469,,,13404,2010-10-17 07:15:44+00:00
7556,868,391200106,391197296,203.218.175.162,0.0,2010-10-17T07:45:45Z,115471,True,,13404,2010-10-17 07:45:45+00:00
7557,869,391248446,391200106,ChinaEditor,13238220.0,2010-10-17T15:23:50Z,115506,,,13404,2010-10-17 15:23:50+00:00
7558,870,391258399,391248446,203.198.29.234,0.0,2010-10-17T16:34:46Z,115538,True,,13404,2010-10-17 16:34:46+00:00
7559,871,391258788,391258399,203.198.29.234,0.0,2010-10-17T16:37:31Z,115642,True,,13404,2010-10-17 16:37:31+00:00
7560,872,391267335,391258788,109.246.10.104,0.0,2010-10-17T17:32:35Z,115689,True,,13404,2010-10-17 17:32:35+00:00
7561,873,391267794,391267335,109.246.10.104,0.0,2010-10-17T17:35:59Z,115726,True,,13404,2010-10-17 17:35:59+00:00
7562,874,391269102,391267794,SchmuckyTheCat,31197.0,2010-10-17T17:47:17Z,115642,,,13404,2010-10-17 17:47:17+00:00
23790,208,391271414,391058063,Tavatar,7644919.0,2010-10-17T18:06:29Z,63853,,,221174,2010-10-17 18:06:29+00:00
7563,875,391277397,391269102,FDT,6892131.0,2010-10-17T18:45:40Z,115607,,,13404,2010-10-17 18:45:40+00:00
7564,876,391284501,391277397,Tavatar,7644919.0,2010-10-17T19:21:27Z,115562,,,13404,2010-10-17 19:21:27+00:00
7565,877,391284692,391284501,Tavatar,7644919.0,2010-10-17T19:22:34Z,115458,,,13404,2010-10-17 19:22:34+00:00
7566,878,391291123,391284692,Airplaneman,6457542.0,2010-10-17T19:56:40Z,115458,,,13404,2010-10-17 19:56:40+00:00
7567,879,391291403,391291123,Airplaneman,6457542.0,2010-10-17T19:58:21Z,115489,,,13404,2010-10-17 19:58:21+00:00
7568,880,391317733,391291403,Tavatar,7644919.0,2010-10-17T22:33:52Z,115417,,,13404,2010-10-17 22:33:52+00:00
7569,881,391348408,391317733,HongQiGong,986621.0,2010-10-18T01:35:53Z,115325,,,13404,2010-10-18 01:35:53+00:00
7570,882,391667219,391348408,Craddocktm,9049429.0,2010-10-19T16:32:06Z,115530,,,13404,2010-10-19 16:32:06+00:00
7571,883,391671947,391667219,Craddocktm,9049429.0,2010-10-19T17:01:29Z,115922,,,13404,2010-10-19 17:01:29+00:00
7572,884,391732025,391671947,Hamiltonstone,2046526.0,2010-10-19T22:50:57Z,115952,,,13404,2010-10-19 22:50:57+00:00
7573,885,391734588,391732025,Hamiltonstone,2046526.0,2010-10-19T23:06:26Z,115968,,,13404,2010-10-19 23:06:26+00:00
7574,886,391835538,391734588,Tobby72,9107368.0,2010-10-20T13:37:00Z,116296,,,13404,2010-10-20 13:37:00+00:00
7575,887,391876237,391835538,HongQiGong,986621.0,2010-10-20T17:56:24Z,116313,,,13404,2010-10-20 17:56:24+00:00
7576,888,391876421,391876237,HongQiGong,986621.0,2010-10-20T17:57:35Z,116315,,,13404,2010-10-20 17:57:35+00:00
7577,889,391876930,391876421,HongQiGong,986621.0,2010-10-20T18:00:44Z,115969,,,13404,2010-10-20 18:00:44+00:00
7578,890,391878076,391876930,HongQiGong,986621.0,2010-10-20T18:07:38Z,115995,,,13404,2010-10-20 18:07:38+00:00
7579,891,391878971,391878076,HongQiGong,986621.0,2010-10-20T18:13:16Z,116012,,,13404,2010-10-20 18:13:16+00:00
7580,892,391898310,391878971,Earthlyreason,1091986.0,2010-10-20T20:05:34Z,116017,,,13404,2010-10-20 20:05:34+00:00
7581,893,391936545,391898310,Tobby72,9107368.0,2010-10-20T23:52:04Z,116443,,,13404,2010-10-20 23:52:04+00:00
