revid, timestamp, user, userid, size
904871947,2019-07-05T05:33:56Z,Sirlanz,4714987,133070
904872037,2019-07-05T05:35:17Z,Sirlanz,4714987,133071
904872152,2019-07-05T05:37:03Z,Sirlanz,4714987,132208
904879130,2019-07-05T07:23:00Z,Journalist81192,36870133,132998
904880014,2019-07-05T07:35:51Z,Sirlanz,4714987,132208
904887942,2019-07-05T09:08:05Z,Declan seeto,28280763,132220
904888873,2019-07-05T09:19:27Z,123.203.106.106,0,132237
904888947,2019-07-05T09:20:19Z,123.203.106.106,0,132194
904889280,2019-07-05T09:24:29Z,Sirlanz,4714987,132237
904900470,2019-07-05T11:36:10Z,Journalist81192,36870133,133027
904900973,2019-07-05T11:41:58Z,Ohconfucius,736651,132940
904903093,2019-07-05T12:03:45Z,Ohconfucius,736651,132704
904903976,2019-07-05T12:12:11Z,Ohconfucius,736651,132617
904905013,2019-07-05T12:23:22Z,Ohconfucius,736651,132458
904905566,2019-07-05T12:29:44Z,Ohconfucius,736651,132468
904905618,2019-07-05T12:30:20Z,Ohconfucius,736651,132468
904905743,2019-07-05T12:31:37Z,Ohconfucius,736651,132478
904906043,2019-07-05T12:34:24Z,Mariogoods,34143604,131688
904906664,2019-07-05T12:39:51Z,Ohconfucius,736651,131735
904906816,2019-07-05T12:41:06Z,Journalist81192,36870133,131865
904907359,2019-07-05T12:45:32Z,Ohconfucius,736651,131838
904910480,2019-07-05T13:12:30Z,Ohconfucius,736651,130460
904910568,2019-07-05T13:13:19Z,Ohconfucius,736651,130423
904910992,2019-07-05T13:16:51Z,Ohconfucius,736651,130369
904912028,2019-07-05T13:25:37Z,Ohconfucius,736651,130379
904913373,2019-07-05T13:37:54Z,Sirlanz,4714987,130249
904914025,2019-07-05T13:43:44Z,Sirlanz,4714987,130250
904914160,2019-07-05T13:44:57Z,Sirlanz,4714987,130250
904914895,2019-07-05T13:51:18Z,Sirlanz,4714987,129749
904915059,2019-07-05T13:52:44Z,Sirlanz,4714987,129739
904915434,2019-07-05T13:56:06Z,Sirlanz,4714987,129740
904916061,2019-07-05T14:02:11Z,Sirlanz,4714987,129777
904916477,2019-07-05T14:05:27Z,Sirlanz,4714987,129779
904916801,2019-07-05T14:08:02Z,NewHikaru07,24802543,129783
904921891,2019-07-05T14:53:22Z,Norcalangela,35715807,129783
904927801,2019-07-05T15:46:31Z,Lmmnhn,4599174,126542
904928676,2019-07-05T15:53:55Z,Lmmnhn,4599174,123340
904928799,2019-07-05T15:54:52Z,Lmmnhn,4599174,123221
904928855,2019-07-05T15:55:23Z,Lmmnhn,4599174,123227
904928936,2019-07-05T15:56:07Z,Lmmnhn,4599174,123136
904929018,2019-07-05T15:56:51Z,Lmmnhn,4599174,123034
904929082,2019-07-05T15:57:26Z,Lmmnhn,4599174,122927
904929116,2019-07-05T15:57:52Z,DoctorHell,5023119,122437
904929190,2019-07-05T15:58:36Z,DoctorHell,5023119,122933
904929455,2019-07-05T16:01:00Z,DoctorHell,5023119,122941
904929518,2019-07-05T16:01:36Z,Lmmnhn,4599174,122937
904930356,2019-07-05T16:10:40Z,DoctorHell,5023119,122973
904930659,2019-07-05T16:13:52Z,DoctorHell,5023119,123315
904931298,2019-07-05T16:19:20Z,Calidachu,29149719,124168
904931467,2019-07-05T16:20:34Z,Mikeblas,327592,123896
904938437,2019-07-05T17:23:08Z,Lmmnhn,4599174,123887
904938910,2019-07-05T17:27:26Z,Ohconfucius,736651,123837
904940433,2019-07-05T17:42:04Z,Wefk423,30693367,123882
904940609,2019-07-05T17:43:48Z,Wefk423,30693367,123907
904940861,2019-07-05T17:45:59Z,Wefk423,30693367,123923
904941681,2019-07-05T17:53:36Z,Ohconfucius,736651,123914
904943304,2019-07-05T18:09:25Z,Ohconfucius,736651,123720
904944848,2019-07-05T18:23:30Z,Ohconfucius,736651,123711
904945142,2019-07-05T18:26:17Z,Ohconfucius,736651,123699
904945371,2019-07-05T18:28:22Z,Ohconfucius,736651,123703
904947544,2019-07-05T18:48:50Z,AnomieBOT,7611264,123748
904948744,2019-07-05T19:00:08Z,65.60.163.223,0,124000
904950728,2019-07-05T19:17:29Z,65.60.163.223,0,125788
904954196,2019-07-05T19:46:32Z,65.60.163.223,0,125849
904956709,2019-07-05T20:06:43Z,Ohconfucius,736651,125597
904957815,2019-07-05T20:13:22Z,Ohconfucius,736651,126762
904958057,2019-07-05T20:14:33Z,Ohconfucius,736651,126764
904994672,2019-07-06T01:57:34Z,65.60.163.223,0,127028
904994837,2019-07-06T01:59:35Z,Sirlanz,4714987,127198
904995121,2019-07-06T02:03:30Z,65.60.163.223,0,127192
904996139,2019-07-06T02:19:33Z,Tai Po Joe,36736629,127218
904999168,2019-07-06T02:59:26Z,65.60.163.223,0,128093
905000905,2019-07-06T03:19:02Z,Dasostsu,36796352,128084
905001143,2019-07-06T03:21:11Z,Surachit,93482,128089
905001171,2019-07-06T03:21:22Z,65.60.163.223,0,128146
905001221,2019-07-06T03:22:07Z,Tai Po Joe,36736629,128151
905002754,2019-07-06T03:40:34Z,65.60.163.223,0,128160
905003370,2019-07-06T03:47:54Z,T09,31544340,128160
905003797,2019-07-06T03:53:28Z,65.60.163.223,0,128813
905004247,2019-07-06T03:59:53Z,65.60.163.223,0,128814
905007986,2019-07-06T04:48:33Z,Owynhart,35395007,128511
905008285,2019-07-06T04:52:33Z,Owynhart,35395007,128521
905008340,2019-07-06T04:53:19Z,Lmmnhn,4599174,128463
905008464,2019-07-06T04:54:59Z,Lmmnhn,4599174,128412
905009707,2019-07-06T05:11:49Z,Owynhart,35395007,128266
905017502,2019-07-06T07:15:05Z,DoctorHell,5023119,128425
905017612,2019-07-06T07:17:22Z,DoctorHell,5023119,128526
905017668,2019-07-06T07:18:22Z,DoctorHell,5023119,128528
905036173,2019-07-06T11:14:22Z,Boud,4492,128561
905042905,2019-07-06T12:33:09Z,Tai Po Joe,36736629,128484
905093697,2019-07-06T20:09:24Z,Owynhart,35395007,127900
905093846,2019-07-06T20:10:34Z,Owynhart,35395007,128044
905094968,2019-07-06T20:19:59Z,Owynhart,35395007,128007
905110044,2019-07-06T22:20:24Z,AnomieBOT,7611264,128022
905126710,2019-07-07T01:24:54Z,Dasostsu,36796352,128606
905130063,2019-07-07T02:06:13Z,Dasostsu,36796352,129206
905130148,2019-07-07T02:07:05Z,Owynhart,35395007,128622
905142362,2019-07-07T04:30:04Z,Opencooper,20549476,128622
905143923,2019-07-07T04:48:07Z,Opencooper,20549476,128613
905148887,2019-07-07T05:45:51Z,DoctorHell,5023119,128623
905148960,2019-07-07T05:46:52Z,DoctorHell,5023119,128624
905151489,2019-07-07T06:22:47Z,Dasostsu,36796352,129392
905151840,2019-07-07T06:27:21Z,Dasostsu,36796352,129354
905182940,2019-07-07T12:46:41Z,2601:140:4200:3F2C:7837:581A:19E6:CAB8,0,129360
905183001,2019-07-07T12:47:18Z,Wefk423,30693367,132399
905183714,2019-07-07T12:55:13Z,Wefk423,30693367,132403
905184770,2019-07-07T13:06:55Z,Fuzheado,15130,132397
905197998,2019-07-07T15:07:56Z,Dasostsu,36796352,132543
905206811,2019-07-07T16:24:43Z,Wefk423,30693367,133631
905206992,2019-07-07T16:26:39Z,Wefk423,30693367,133628
905207238,2019-07-07T16:29:07Z,Wefk423,30693367,133654
905217817,2019-07-07T17:57:41Z,Wefk423,30693367,133711
905220970,2019-07-07T18:31:12Z,Dasostsu,36796352,134927
905221180,2019-07-07T18:33:14Z,Dasostsu,36796352,134989
905231983,2019-07-07T20:10:30Z,Owynhart,35395007,134964
905233642,2019-07-07T20:22:26Z,Owynhart,35395007,134851
905234588,2019-07-07T20:28:31Z,GrayGreen,36882636,134852
905234628,2019-07-07T20:28:41Z,Owynhart,35395007,134812
905237847,2019-07-07T20:53:28Z,Owynhart,35395007,135174
905240173,2019-07-07T21:13:08Z,Owynhart,35395007,135277
905262932,2019-07-08T00:17:05Z,Tai Po Joe,36736629,135265
905272698,2019-07-08T01:51:33Z,Hoising,2864272,135355
905272886,2019-07-08T01:53:45Z,Hoising,2864272,135373
905275098,2019-07-08T02:17:45Z,65.60.163.223,0,135376
905275496,2019-07-08T02:21:55Z,1.152.111.133,0,135463
905275964,2019-07-08T02:27:09Z,1.152.111.133,0,135837
905276140,2019-07-08T02:28:57Z,KH-1,21857263,135376
905277855,2019-07-08T02:50:47Z,61.18.224.3,0,135372
905282987,2019-07-08T03:48:28Z,Citobun,19212093,135376
905285197,2019-07-08T04:11:11Z,65.60.163.223,0,135991
905285921,2019-07-08T04:19:14Z,65.60.163.223,0,136224
905286060,2019-07-08T04:21:01Z,Tai Po Joe,36736629,136092
905286651,2019-07-08T04:27:55Z,175.45.12.130,0,136090
905286711,2019-07-08T04:28:38Z,175.45.12.130,0,136091
905286872,2019-07-08T04:30:10Z,Tai Po Joe,36736629,136092
905287104,2019-07-08T04:33:16Z,65.60.163.223,0,136333
905300900,2019-07-08T07:22:45Z,Dasostsu,36796352,136962
905305795,2019-07-08T08:17:06Z,Haldraper,8917946,136962
905334605,2019-07-08T13:29:05Z,Ohconfucius,736651,136173
905334716,2019-07-08T13:29:54Z,Ohconfucius,736651,135902
905335210,2019-07-08T13:34:22Z,Ohconfucius,736651,135446
905337588,2019-07-08T13:55:09Z,Araukan,33162468,135601
905337897,2019-07-08T13:57:46Z,Araukan,33162468,135668
905338877,2019-07-08T14:05:08Z,Ohconfucius,736651,135902
905341677,2019-07-08T14:25:26Z,AnomieBOT,7611264,135947
905342473,2019-07-08T14:31:52Z,Dasostsu,36796352,136309
905343232,2019-07-08T14:37:56Z,204.148.41.102,0,136310
905346680,2019-07-08T15:03:54Z,Wefk423,30693367,136325
905377608,2019-07-08T18:53:00Z,118.141.40.80,0,136455
905382449,2019-07-08T19:28:15Z,65.60.163.223,0,137226
905390373,2019-07-08T20:24:34Z,1.126.110.18,0,137227
905391317,2019-07-08T20:32:20Z,65.60.163.223,0,137226
905394996,2019-07-08T21:00:54Z,65.60.163.223,0,137788
905395720,2019-07-08T21:06:32Z,Owynhart,35395007,137711
905396497,2019-07-08T21:12:43Z,Owynhart,35395007,137692
905401827,2019-07-08T21:58:00Z,65.60.163.223,0,138492
905403531,2019-07-08T22:14:25Z,65.60.163.223,0,138572
905420528,2019-07-09T00:51:10Z,65.60.163.223,0,139501
905423767,2019-07-09T01:19:53Z,Joshualouie711,26681559,139506
905425938,2019-07-09T01:39:19Z,BlinxTheKitty,34183313,139597
905428114,2019-07-09T02:01:23Z,65.60.163.223,0,139765
905429435,2019-07-09T02:15:26Z,WorldJustice2019,36896237,139855
905429718,2019-07-09T02:18:26Z,WorldJustice2019,36896237,140228
905430123,2019-07-09T02:22:51Z,WorldJustice2019,36896237,140482
905431530,2019-07-09T02:37:52Z,WorldJustice2019,36896237,141133
905432143,2019-07-09T02:44:11Z,WorldJustice2019,36896237,141405
905439120,2019-07-09T03:59:48Z,65.60.163.223,0,144262
905442307,2019-07-09T04:35:11Z,Owynhart,35395007,142890
905443057,2019-07-09T04:43:03Z,Owynhart,35395007,142773
905443441,2019-07-09T04:47:07Z,Owynhart,35395007,142775
905443984,2019-07-09T04:53:12Z,45.50.57.253,0,143063
905444065,2019-07-09T04:54:08Z,45.50.57.253,0,143073
905444118,2019-07-09T04:54:41Z,45.50.57.253,0,143074
905444213,2019-07-09T04:55:42Z,45.50.57.253,0,143122
905444316,2019-07-09T04:56:45Z,45.50.57.253,0,143140
905449210,2019-07-09T05:42:40Z,Tai Po Joe,36736629,143123
905450014,2019-07-09T05:51:44Z,Owynhart,35395007,143278
905458864,2019-07-09T07:32:09Z,Owynhart,35395007,142924
905460545,2019-07-09T07:46:31Z,202.126.219.164,0,142962
905473374,2019-07-09T09:46:50Z,AnomieBOT,7611264,142992
905481766,2019-07-09T11:25:13Z,Gazamp,34220856,142993
905483482,2019-07-09T11:45:11Z,XiJidasb,36635373,142961
905507045,2019-07-09T15:22:39Z,Engardenhk,36899342,143021
905507144,2019-07-09T15:23:35Z,Engardenhk,36899342,143039
905507250,2019-07-09T15:24:21Z,Engardenhk,36899342,143088
905508999,2019-07-09T15:39:07Z,Lmmnhn,4599174,143075
905509059,2019-07-09T15:39:40Z,Lmmnhn,4599174,143070
905521600,2019-07-09T17:20:55Z,MusikAnimal,14882394,143312
905521661,2019-07-09T17:21:20Z,118.141.40.80,0,143555
905521788,2019-07-09T17:22:15Z,MusikAnimal,14882394,143312
905524464,2019-07-09T17:42:03Z,118.141.40.80,0,143358
905536620,2019-07-09T19:20:16Z,Owynhart,35395007,143359
905538148,2019-07-09T19:30:28Z,Owynhart,35395007,143360
905567604,2019-07-09T23:14:06Z,Marcus Cyron,299667,143360
905577986,2019-07-10T00:40:43Z,Owynhart,35395007,143304
905588242,2019-07-10T02:03:12Z,65.60.163.223,0,143492
905598106,2019-07-10T03:31:09Z,65.60.163.223,0,144750
905599202,2019-07-10T03:41:21Z,Tai Po Joe,36736629,144636
905602594,2019-07-10T04:14:14Z,Inoneword,5924580,144648
905602827,2019-07-10T04:16:19Z,Inoneword,5924580,144721
905603261,2019-07-10T04:20:21Z,Inoneword,5924580,144739
905603323,2019-07-10T04:20:49Z,65.60.163.223,0,144752
905626393,2019-07-10T08:29:05Z,65.60.163.223,0,144797
905630162,2019-07-10T09:22:02Z,Ohconfucius,736651,144635
905631192,2019-07-10T09:36:09Z,Ohconfucius,736651,144446
905633577,2019-07-10T10:05:10Z,Ohconfucius,736651,143627
905634322,2019-07-10T10:13:57Z,Ohconfucius,736651,143675
905634509,2019-07-10T10:16:19Z,Ohconfucius,736651,143718
905636417,2019-07-10T10:37:14Z,Graeme Bartlett,38427,143358
905668861,2019-07-10T15:44:51Z,Ohconfucius,736651,143132
905669175,2019-07-10T15:48:01Z,Ohconfucius,736651,143105
905669745,2019-07-10T15:52:35Z,Ohconfucius,736651,143069
905674520,2019-07-10T16:36:13Z,Engardenhk,36899342,143056
905675156,2019-07-10T16:41:49Z,118.141.40.80,0,144283
905675350,2019-07-10T16:43:34Z,118.141.40.80,0,144337
905686494,2019-07-10T18:17:08Z,65.60.163.223,0,144851
905687504,2019-07-10T18:25:20Z,65.60.163.223,0,145336
905687722,2019-07-10T18:27:26Z,65.60.163.223,0,145332
905687773,2019-07-10T18:27:57Z,65.60.163.223,0,145387
905694652,2019-07-10T19:26:47Z,65.60.163.223,0,145127
905703858,2019-07-10T20:44:39Z,Magnabonzo,4479701,145141
905706083,2019-07-10T21:00:44Z,Magnabonzo,4479701,145291
905706994,2019-07-10T21:08:06Z,Magnabonzo,4479701,145480
905707694,2019-07-10T21:14:01Z,Magnabonzo,4479701,145481
905708641,2019-07-10T21:22:23Z,Owynhart,35395007,145563
905718868,2019-07-10T23:00:37Z,65.60.163.223,0,146361
905720550,2019-07-10T23:20:56Z,Owynhart,35395007,145642
905740290,2019-07-11T03:08:31Z,14.0.152.170,0,145641
905744448,2019-07-11T03:59:46Z,116.75.112.92,0,145636
905762290,2019-07-11T07:52:52Z,Suzukaze-c,15040441,145657
905762680,2019-07-11T07:57:44Z,Suzukaze-c,15040441,145970
905776384,2019-07-11T10:21:02Z,Ohconfucius,736651,145949
905776627,2019-07-11T10:23:58Z,Ohconfucius,736651,145971
905777010,2019-07-11T10:28:51Z,Ohconfucius,736651,153400
905777586,2019-07-11T10:36:08Z,Ohconfucius,736651,153294
905779096,2019-07-11T10:54:36Z,14.0.236.221,0,153287
905782563,2019-07-11T11:33:06Z,Wefk423,30693367,153285
905790727,2019-07-11T12:57:54Z,Magnabonzo,4479701,153239
905794091,2019-07-11T13:29:20Z,Magnabonzo,4479701,153239
905794878,2019-07-11T13:37:46Z,Magnabonzo,4479701,152873
905797024,2019-07-11T13:56:05Z,Magnabonzo,4479701,153263
905798426,2019-07-11T14:08:03Z,DoctorHell,5023119,154099
905798635,2019-07-11T14:09:50Z,DoctorHell,5023119,154111
905798898,2019-07-11T14:12:06Z,DoctorHell,5023119,154114
905799001,2019-07-11T14:13:04Z,DoctorHell,5023119,154109
905802010,2019-07-11T14:38:39Z,59.149.3.181,0,154175
905802741,2019-07-11T14:44:27Z,59.149.3.181,0,154206
905802815,2019-07-11T14:45:05Z,59.149.3.181,0,154207
905805953,2019-07-11T15:12:53Z,Magnabonzo,4479701,153890
905807653,2019-07-11T15:26:53Z,Ohconfucius,736651,153890
905808603,2019-07-11T15:35:05Z,Ohconfucius,736651,153468
905808911,2019-07-11T15:37:41Z,Magnabonzo,4479701,153777
905809161,2019-07-11T15:40:07Z,Ohconfucius,736651,153538
905809452,2019-07-11T15:42:23Z,Ohconfucius,736651,153579
905812511,2019-07-11T16:08:00Z,AnomieBOT,7611264,153594
905821477,2019-07-11T17:23:26Z,128.69.147.162,0,153594
905838674,2019-07-11T19:41:50Z,Owynhart,35395007,153621
905859668,2019-07-11T22:44:50Z,65.60.163.223,0,153630
905861223,2019-07-11T23:01:59Z,65.60.163.223,0,154057
905861846,2019-07-11T23:09:13Z,65.60.163.223,0,154014
905862915,2019-07-11T23:22:43Z,65.60.163.223,0,154256
905865445,2019-07-11T23:51:31Z,65.60.163.223,0,154770
905866616,2019-07-12T00:03:24Z,65.60.163.223,0,155121
905878176,2019-07-12T02:04:29Z,129.78.95.124,0,155122
905880149,2019-07-12T02:27:31Z,65.60.163.223,0,155455
905890675,2019-07-12T04:34:48Z,14.0.231.49,0,155787
905891002,2019-07-12T04:39:13Z,14.0.231.49,0,156033
905895777,2019-07-12T05:46:09Z,65.60.163.223,0,156389
905923541,2019-07-12T11:24:45Z,Yeungkahchun,33023494,156428
905925080,2019-07-12T11:40:18Z,Citobun,19212093,156291
905947417,2019-07-12T15:08:10Z,Ohconfucius,736651,156317
905947777,2019-07-12T15:10:44Z,Ohconfucius,736651,156325
905948109,2019-07-12T15:13:17Z,Ohconfucius,736651,156226
905949930,2019-07-12T15:29:04Z,Ohconfucius,736651,156048
905955754,2019-07-12T16:15:49Z,114.74.169.216,0,155866
905971457,2019-07-12T18:30:40Z,65.60.163.223,0,156331
905972717,2019-07-12T18:41:53Z,65.60.163.223,0,156493
905973219,2019-07-12T18:47:02Z,65.60.163.223,0,156506
905976914,2019-07-12T19:20:25Z,96.250.225.96,0,156503
905977394,2019-07-12T19:24:45Z,96.250.225.96,0,156512
905981333,2019-07-12T19:59:28Z,Magnabonzo,4479701,156500
905991130,2019-07-12T21:21:14Z,Ohconfucius,736651,156500
905991514,2019-07-12T21:24:36Z,Ohconfucius,736651,156363
905992069,2019-07-12T21:29:52Z,Ohconfucius,736651,156153
905992819,2019-07-12T21:37:00Z,Ohconfucius,736651,156155
905995890,2019-07-12T22:02:03Z,Abner then,23866940,156161
905997787,2019-07-12T22:16:49Z,81.107.115.172,0,156159
906001601,2019-07-12T22:50:33Z,Signedzzz,21489548,155844
906005284,2019-07-12T23:33:47Z,Signedzzz,21489548,155811
906006226,2019-07-12T23:43:31Z,65.60.163.223,0,155833
906039406,2019-07-13T06:04:32Z,Tai Po Joe,36736629,156201
906039484,2019-07-13T06:05:19Z,Tai Po Joe,36736629,156204
906043182,2019-07-13T06:45:23Z,65.60.163.223,0,157192
906044333,2019-07-13T07:00:38Z,65.60.163.223,0,159485
906068849,2019-07-13T11:54:07Z,OceanHok,21559323,159633
906073385,2019-07-13T12:42:15Z,OceanHok,21559323,160173
906074982,2019-07-13T12:59:46Z,OceanHok,21559323,160946
906075707,2019-07-13T13:06:30Z,OceanHok,21559323,161298
906078681,2019-07-13T13:37:13Z,OceanHok,21559323,162303
906080241,2019-07-13T13:53:42Z,OceanHok,21559323,163032
906081503,2019-07-13T14:05:31Z,OceanHok,21559323,164090
906082195,2019-07-13T14:12:15Z,DoctorHell,5023119,164319
906082794,2019-07-13T14:17:23Z,DoctorHell,5023119,164376
906082956,2019-07-13T14:18:55Z,DoctorHell,5023119,164410
906083171,2019-07-13T14:21:01Z,DoctorHell,5023119,164414
906083356,2019-07-13T14:22:47Z,DoctorHell,5023119,164428
906083779,2019-07-13T14:26:35Z,OceanHok,21559323,165134
906091268,2019-07-13T15:28:07Z,OceanHok,21559323,166432
906095545,2019-07-13T16:02:45Z,118.141.40.80,0,166280
906099683,2019-07-13T16:35:58Z,65.60.163.223,0,166280
906101157,2019-07-13T16:48:03Z,65.60.163.223,0,166478
906101526,2019-07-13T16:51:21Z,65.60.163.223,0,166829
906103184,2019-07-13T17:06:33Z,65.60.163.223,0,166877
906104232,2019-07-13T17:16:44Z,65.60.163.223,0,166907
906106979,2019-07-13T17:36:55Z,65.60.163.223,0,167221
906135806,2019-07-13T21:41:14Z,Rodw,125972,167324
906162688,2019-07-14T02:20:08Z,Owynhart,35395007,167277
906168878,2019-07-14T03:19:18Z,DoctorHell,5023119,167592
906172397,2019-07-14T03:53:17Z,Tai Po Joe,36736629,167516
906172516,2019-07-14T03:54:15Z,Tai Po Joe,36736629,167514
906173355,2019-07-14T04:02:47Z,65.60.163.223,0,167869
906181182,2019-07-14T05:27:50Z,65.60.163.223,0,168151
906183768,2019-07-14T05:57:44Z,65.60.163.223,0,168692
906199461,2019-07-14T08:57:50Z,86.16.227.137,0,168684
906204696,2019-07-14T10:00:38Z,OceanHok,21559323,169387
906205226,2019-07-14T10:06:32Z,OceanHok,21559323,169837
906206102,2019-07-14T10:16:45Z,14.0.229.238,0,170407
906208335,2019-07-14T10:38:17Z,Wongmjane,25758265,170411
906208822,2019-07-14T10:44:23Z,Tai Po Joe,36736629,170406
906211700,2019-07-14T11:18:54Z,OceanHok,21559323,174577
906213076,2019-07-14T11:33:23Z,OceanHok,21559323,174611
906215208,2019-07-14T11:55:02Z,OceanHok,21559323,174935
906215760,2019-07-14T11:59:33Z,Ohconfucius,736651,174205
906217384,2019-07-14T12:08:10Z,Ohconfucius,736651,174536
906217454,2019-07-14T12:08:54Z,Ohconfucius,736651,174466
906217988,2019-07-14T12:14:50Z,Ohconfucius,736651,173024
906220418,2019-07-14T12:35:47Z,Tai Po Joe,36736629,172860
906221196,2019-07-14T12:41:18Z,Tai Po Joe,36736629,172839
906221391,2019-07-14T12:43:21Z,Ohconfucius,736651,172496
906221804,2019-07-14T12:46:52Z,DoctorHell,5023119,172506
906222364,2019-07-14T12:52:27Z,Tai Po Joe,36736629,172510
906222761,2019-07-14T12:56:33Z,DoctorHell,5023119,173098
906222800,2019-07-14T12:57:00Z,Tai Po Joe,36736629,173072
906222935,2019-07-14T12:58:33Z,DoctorHell,5023119,173121
906223164,2019-07-14T13:00:44Z,Ohconfucius,736651,172464
906225039,2019-07-14T13:21:21Z,AnomieBOT,7611264,172494
906234298,2019-07-14T14:45:57Z,Ohconfucius,736651,172310
906237660,2019-07-14T15:15:21Z,OceanHok,21559323,173026
906237698,2019-07-14T15:15:39Z,OceanHok,21559323,173025
906242300,2019-07-14T15:54:15Z,Wefk423,30693367,176341
906242688,2019-07-14T15:57:33Z,Wefk423,30693367,176228
906244049,2019-07-14T16:09:35Z,Wefk423,30693367,176250
906244804,2019-07-14T16:16:20Z,OceanHok,21559323,177475
906245333,2019-07-14T16:20:44Z,Wefk423,30693367,177460
906245627,2019-07-14T16:23:06Z,Wefk423,30693367,177458
906245950,2019-07-14T16:25:51Z,Wefk423,30693367,177508
906246151,2019-07-14T16:27:25Z,Wefk423,30693367,177511
906246191,2019-07-14T16:27:40Z,OceanHok,21559323,178058
906248499,2019-07-14T16:48:33Z,OceanHok,21559323,178085
906250679,2019-07-14T17:07:26Z,Wefk423,30693367,178559
906254126,2019-07-14T17:36:30Z,Hongkong0724,36931758,178764
906255518,2019-07-14T17:48:08Z,Loveroftheworld14710,27844997,178796
906255918,2019-07-14T17:51:45Z,Wefk423,30693367,180755
906256236,2019-07-14T17:54:48Z,Wefk423,30693367,181266
906256563,2019-07-14T17:57:45Z,Wefk423,30693367,181234
906259294,2019-07-14T18:20:08Z,OceanHok,21559323,181585
906260189,2019-07-14T18:27:53Z,Wefk423,30693367,180620
906266253,2019-07-14T19:17:40Z,Steven1991,33089001,183291
906267375,2019-07-14T19:26:09Z,Steven1991,33089001,183471
906272420,2019-07-14T20:05:12Z,Goh wz,65369,184080
906276188,2019-07-14T20:33:23Z,Wefk423,30693367,181248
906276243,2019-07-14T20:33:56Z,65.60.163.223,0,181979
906277715,2019-07-14T20:42:47Z,Wefk423,30693367,181980
906278772,2019-07-14T20:50:09Z,65.60.163.223,0,183337
906279450,2019-07-14T20:55:02Z,65.60.163.223,0,183568
906284213,2019-07-14T21:30:08Z,182.239.87.25,0,184617
906284368,2019-07-14T21:31:27Z,182.239.87.25,0,184624
906289018,2019-07-14T22:16:06Z,Goh wz,65369,185668
906289228,2019-07-14T22:18:18Z,Popeking,36931886,185672
906289403,2019-07-14T22:19:57Z,Popeking,36931886,185686
906289667,2019-07-14T22:22:43Z,Popeking,36931886,185721
906291482,2019-07-14T22:40:53Z,65.60.163.223,0,186845
906292717,2019-07-14T22:53:51Z,65.60.163.223,0,186720
906294698,2019-07-14T23:13:27Z,65.60.163.223,0,187021
906295357,2019-07-14T23:20:22Z,65.60.163.223,0,186995
906296620,2019-07-14T23:34:49Z,65.60.163.223,0,186945
906297842,2019-07-14T23:46:47Z,65.60.163.223,0,186949
906302941,2019-07-15T00:29:37Z,Tai Po Joe,36736629,186934
906303511,2019-07-15T00:35:03Z,DoctorHell,5023119,186926
906303592,2019-07-15T00:35:40Z,49.178.53.86,0,186947
906304752,2019-07-15T00:47:07Z,Xavdeman,25408790,187522
906305473,2019-07-15T00:53:28Z,Bohaska,36667152,188004
906312516,2019-07-15T01:51:14Z,John M Wolfson,33974892,188025
906316852,2019-07-15T02:41:15Z,65.60.163.223,0,189250
906317397,2019-07-15T02:48:12Z,65.60.163.223,0,189254
906321521,2019-07-15T03:30:17Z,65.60.163.223,0,190092
906321953,2019-07-15T03:34:19Z,H78c67c,28560349,190087
906322340,2019-07-15T03:37:53Z,65.60.163.223,0,190434
906325912,2019-07-15T04:09:55Z,65.60.163.223,0,191073
906328025,2019-07-15T04:30:35Z,Tai Po Joe,36736629,191068
906330459,2019-07-15T04:51:52Z,OceanHok,21559323,190999
906330584,2019-07-15T04:52:47Z,65.60.163.223,0,191582
906333673,2019-07-15T05:20:10Z,2604:2000:1540:263:CF3:1D48:5A5A:4B78,0,191582
906334460,2019-07-15T05:30:58Z,65.60.163.223,0,192269
906335160,2019-07-15T05:40:08Z,65.60.163.223,0,192570
906335278,2019-07-15T05:41:52Z,OceanHok,21559323,192566
906335527,2019-07-15T05:44:55Z,65.60.163.223,0,192563
906336017,2019-07-15T05:49:34Z,OceanHok,21559323,193195
906337104,2019-07-15T05:59:17Z,Tai Po Joe,36736629,193177
906337507,2019-07-15T06:02:27Z,65.60.163.223,0,193187
906338187,2019-07-15T06:08:47Z,65.60.163.223,0,193227
906338611,2019-07-15T06:13:04Z,Tai Po Joe,36736629,193121
906338772,2019-07-15T06:14:51Z,65.60.163.223,0,193125
906341589,2019-07-15T06:41:07Z,2607:FEA8:3B9F:F45F:5147:7AD6:1749:7621,0,193174
906342107,2019-07-15T06:45:48Z,65.60.163.223,0,193125
906342895,2019-07-15T06:55:51Z,MeanMotherJr,15995683,193142
906344619,2019-07-15T07:15:21Z,Wefk423,30693367,193186
906345237,2019-07-15T07:23:07Z,Wefk423,30693367,193222
906347052,2019-07-15T07:42:42Z,Wefk423,30693367,193391
906347608,2019-07-15T07:48:52Z,Wefk423,30693367,193416
906352051,2019-07-15T08:43:21Z,OceanHok,21559323,193706
906352925,2019-07-15T08:52:17Z,Ohconfucius,736651,193705
906353695,2019-07-15T08:57:59Z,Ohconfucius,736651,193587
906354075,2019-07-15T09:03:23Z,Ohconfucius,736651,193190
906354339,2019-07-15T09:06:46Z,2A01:4C8:418:C13E:9DEA:DC28:52B2:BBD8,0,193214
